0.514057106,-0.381413871
0.070079093,-0.632529721
-0.422681258,-0.537212415
-0.680908116,-0.124474689
-0.536687349,0.353123292
-0.077747534,0.61853872
0.421931097,0.509847569
0.658652953,0.109866533
0.528476994,-0.121139263
0.2799194,-0.418653204
-0.137677566,-0.504654249
-0.489050959,-0.300855796
-0.551482317,0.079166262
-0.272250959,0.432644204
0.144783387,0.498121615
0.473151456,0.252350161
0.228699041,-0.161155796
-0.188522846,-0.233474417
-0.243848383,0.140015006
0.188522846,0.233474417
0,0
